respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,unique_id,post_knowledge,post_research_1,post_research_2,post_research_3,post_research_4,post_research_5,post_research_6,post_research_7,post_research_8,post_ability_1,post_ability_2,post_ability_3,post_ability_4,post_ability_5,post_ability_6,post_ethics_1,post_ethics_2,post_ethics_3,post_ethics_4,post_ethics_5,post_ethics_1_oe,post_ethics_2_oe,post_ethics_3_oe,post_ethics_4_oe,post_ethics_5_oe,gender,ethnicity,first_gen,pre_knowledge,pre_research_1,pre_research_2,pre_research_3,pre_research_4,pre_research_5,pre_research_6,pre_research_7,pre_research_8,pre_ability_1,pre_ability_2,pre_ability_3,pre_ability_4,pre_ability_5,pre_ability_6,pre_ethics_1,pre_ethics_2,pre_ethics_3,pre_ethics_4,pre_ethics_5
114628000072,431822954,2024-06-19,2024-06-20,118.172.1.4,eveline.stoltenberg@gmail.com,Jeraldine,Lubowitz,24290072,A little knowledgeable,Extremely confident,Not at all confident,Extremely confident,Very confident,Slightly confident,Very confident,Extremely confident,Somewhat confident,Extensive,Good,Extensive,Extensive,Extensive,Moderate,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,NA,NA,NA,NA,Hope per mind peace. Drug reason yard though test ten. Organization player argue arm guess take character.,Female,White (Non-Hispanic/Latino),No,Not knowledgeable at all,Slightly confident,Not at all confident,Very confident,Somewhat confident,Not at all confident,Extremely confident,Extremely confident,Slightly confident,Slight,Good,Good,Extensive,Slight,Minimal,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
114628000073,431822954,2024-06-14,2024-06-15,131.203.161.137,torrey43@yahoo.com,Rishi,Mosciski,24290073,Extremely knowledgeable,Slightly confident,Not at all confident,Extremely confident,Slightly confident,Extremely confident,Somewhat confident,Slightly confident,Extremely confident,Good,Moderate,Slight,Extensive,Good,Moderate,Disagree,Strongly agree,Agree,Agree,Strongly agree,Eight war represent most vote. Within day from benefit nature poor Republican.,NA,NA,NA,NA,Male,Hispanic or Latino,No,A little knowledgeable,Very confident,Slightly confident,Slightly confident,Not at all confident,Slightly confident,Not at all confident,Not at all confident,Extremely confident,Slight,Good,Minimal,Extensive,Slight,Good,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree
114628000074,431822954,2024-06-13,2024-06-14,79.91.213.59,eglover@hotmail.com,Lee,Dicki,24290074,A little knowledgeable,Very confident,Extremely confident,Extremely confident,Somewhat confident,Extremely confident,Somewhat confident,Extremely confident,Extremely confident,Moderate,Slight,Moderate,Extensive,Slight,Good,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,NA,I remain hand young civil yet forget.,NA,NA,Three democratic born. Rich area character wall.,Male,Asian,Yes,A little knowledgeable,Slightly confident,Not at all confident,Slightly confident,Somewhat confident,Slightly confident,Very confident,Not at all confident,Extremely confident,Moderate,Minimal,Minimal,Minimal,Minimal,Slight,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree
114628000075,431822954,2024-06-20,2024-06-21,119.144.254.248,altenwerth.donat@yahoo.com,Adelaide,Feeney,24290075,Extremely knowledgeable,Very confident,Extremely confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Slightly confident,Extremely confident,Good,Extensive,Good,Moderate,Slight,Moderate,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,NA,NA,Then whether perhaps realize four kid long institution. Economic everything person fire the. This everybody case home.,NA,NA,Female,White (Non-Hispanic/Latino),Yes,Not knowledgeable at all,Somewhat confident,Not at all confident,Not at all confident,Extremely confident,Not at all confident,Slightly confident,Not at all confident,Not at all confident,Moderate,Minimal,Good,Slight,Good,Minimal,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree
114628000076,431822954,2024-06-04,2024-06-05,216.221.76.144,ida62@gmail.com,Cheryll,Dibbert,24290076,Not knowledgeable at all,Slightly confident,Extremely confident,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Extremely confident,Extremely confident,Extensive,Extensive,Good,Extensive,Extensive,Good,Agree,Agree,Disagree,Strongly agree,Strongly agree,NA,NA,Glass language like.,NA,NA,Female,Black,No,Very knowledgeable,Not at all confident,Not at all confident,Not at all confident,Somewhat confident,Not at all confident,Somewhat confident,Not at all confident,Slightly confident,Slight,Good,Extensive,Slight,Extensive,Good,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree
114628000077,431822954,2024-06-23,2024-06-24,199.219.39.56,jbosco@llc.com,Lamar,Moen,24290077,Extremely knowledgeable,Slightly confident,Slightly confident,Extremely confident,Extremely confident,Extremely confident,Somewhat confident,Somewhat confident,Somewhat confident,Moderate,Extensive,Good,Good,Minimal,Good,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,NA,NA,Than create then will live guess point. From cut blood.,NA,NA,Male,White (Non-Hispanic/Latino),Yes,Very knowledgeable,Slightly confident,Extremely confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,Not at all confident,Very confident,Slight,Extensive,Slight,Minimal,Moderate,Good,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree
114628000078,431822954,2024-06-11,2024-06-12,44.58.24.79,hkris@erdman.com,Azzie,Kessler,24290078,Extremely knowledgeable,Slightly confident,Not at all confident,Somewhat confident,Very confident,Somewhat confident,Extremely confident,Extremely confident,Somewhat confident,Extensive,Slight,Moderate,Extensive,Moderate,Minimal,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,NA,Ten according together that. Tell right outside whether involve agency. Reach adult you lot since prevent give.,NA,NA,NA,Female,White (Non-Hispanic/Latino),I'm not sure,Not knowledgeable at all,Very confident,Somewhat confident,Slightly confident,Extremely confident,Not at all confident,Extremely confident,Slightly confident,Very confident,Good,Moderate,Moderate,Minimal,Minimal,Good,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree
114628000079,431822954,2024-06-13,2024-06-14,194.90.162.50,sanford.judge@hotmail.com,Tate,Willms,24290079,Not knowledgeable at all,Very confident,Extremely confident,Extremely confident,Very confident,Extremely confident,Very confident,Extremely confident,Extremely confident,Extensive,Good,Moderate,Extensive,Extensive,Good,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,NA,NA,Sport close bank after fact. Fight daughter road total.,NA,NA,Male,Asian,No,Somewhat knowledgeable,Somewhat confident,Not at all confident,Not at all confident,Somewhat confident,Slightly confident,Slightly confident,Not at all confident,Not at all confident,Moderate,Moderate,Minimal,Minimal,Moderate,Slight,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree
114628000080,431822954,2024-06-22,2024-06-23,128.10.161.146,hgaylord@rippin.org,Corinne,Turner,24290080,Very knowledgeable,Extremely confident,Extremely confident,Very confident,Very confident,Slightly confident,Extremely confident,Slightly confident,Somewhat confident,Minimal,Good,Moderate,Moderate,Moderate,Moderate,Strongly agree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,NA,Fish forward at base opportunity.,Fish forward at base opportunity.,Response night relate reveal cultural safe.,NA,Female,White (Non-Hispanic/Latino),No,Not knowledgeable at all,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Extremely confident,Extremely confident,Not at all confident,Extremely confident,Extensive,Moderate,Extensive,Extensive,Minimal,Good,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree
114628000081,431822954,2024-06-25,2024-06-26,163.223.108.210,sabastian02@graham.com,Maeve,Greenfelder,24290081,Extremely knowledgeable,Very confident,Slightly confident,Very confident,Extremely confident,Slightly confident,Somewhat confident,Extremely confident,Very confident,Slight,Extensive,Good,Extensive,Extensive,Good,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,NA,NA,NA,NA,NA,Female,White (Non-Hispanic/Latino),Yes,Not knowledgeable at all,Extremely confident,Not at all confident,Extremely confident,Slightly confident,Very confident,Somewhat confident,Very confident,Slightly confident,Moderate,Good,Minimal,Slight,Good,Good,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree
114628000082,431822954,2024-06-02,2024-06-03,150.19.189.86,roswell.reichel@plc.com,Squire,Wisozk,24290082,Extremely knowledgeable,Very confident,Extremely confident,Very confident,Extremely confident,Very confident,Somewhat confident,Very confident,Extremely confident,Moderate,Good,Good,Good,Moderate,Extensive,Disagree,Agree,Agree,Disagree,Disagree,Government fund door develop. The direction choose away pay reason. Theory stuff want student.,NA,NA,Local prepare nothing itself with rule. Control pick base above. Seven civil point school his agency material.,Ground make order. Simple new result class them television game.,Male,White (Non-Hispanic/Latino),Yes,Not knowledgeable at all,Not at all confident,Not at all confident,Very confident,Slightly confident,Very confident,Somewhat confident,Not at all confident,Very confident,Moderate,Slight,Minimal,Slight,Good,Minimal,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree
114628000083,431822954,2024-06-24,2024-06-25,32.215.176.122,ccrist@hotmail.com,Pheobe,Cormier,24290083,Extremely knowledgeable,Very confident,Very confident,Very confident,Somewhat confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Moderate,Good,Extensive,Slight,Minimal,Moderate,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Female,White (Non-Hispanic/Latino),No,A little knowledgeable,Somewhat confident,Not at all confident,Not at all confident,Somewhat confident,Extremely confident,Somewhat confident,Extremely confident,Extremely confident,Moderate,Moderate,Slight,Slight,Moderate,Minimal,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree
114628000084,431822954,2024-06-06,2024-06-07,106.204.174.33,lnader@yahoo.com,Riley,Kuhlman,24290084,Very knowledgeable,Slightly confident,Extremely confident,Somewhat confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Extremely confident,Good,Good,Extensive,Good,Minimal,Good,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,NA,NA,Personal suffer raise available peace high out card. Conference however through six summer feel difficult why.,NA,Trouble player country night teach understand occur. Raise environmental trade raise.,Male,Hispanic or Latino,No,Extremely knowledgeable,Extremely confident,Not at all confident,Very confident,Very confident,Not at all confident,Not at all confident,Slightly confident,Extremely confident,Good,Minimal,Good,Minimal,Minimal,Moderate,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree
114628000085,431822954,2024-06-14,2024-06-15,122.120.37.92,shea.bradtke@hickle.com,Thor,Roob,24290085,Extremely knowledgeable,Very confident,Very confident,Very confident,Extremely confident,Not at all confident,Extremely confident,Extremely confident,Extremely confident,Slight,Good,Slight,Good,Slight,Moderate,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Agree,NA,NA,NA,Economic above economic town give traditional. Few sound story.,NA,Male,Native Hawaiian or other Pacific Islander,Yes,Very knowledgeable,Not at all confident,Extremely confident,Not at all confident,Extremely confident,Somewhat confident,Extremely confident,Somewhat confident,Not at all confident,Slight,Slight,Minimal,Minimal,Minimal,Slight,Agree,Disagree,Strongly agree,Strongly agree,Agree
114628000086,431822954,2024-06-25,2024-06-26,129.103.182.25,sid.harber@gmail.com,Deondre,Brakus,24290086,Extremely knowledgeable,Somewhat confident,Extremely confident,Very confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Somewhat confident,Extensive,Good,Slight,Extensive,Good,Moderate,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Poor tree either high kid benefit box. Career particular suddenly card value arrive beyond.,NA,Mind state yet raise sort defense firm. Yet style anyone set involve. Economy five decide statement college. Involve allow room baby election when.,NA,NA,Male,Hispanic or Latino,Yes,Not knowledgeable at all,Somewhat confident,Not at all confident,Not at all confident,Not at all confident,Not at all confident,Somewhat confident,Somewhat confident,Slightly confident,Extensive,Extensive,Slight,Good,Moderate,Slight,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Agree
114628000087,431822954,2024-06-12,2024-06-13,218.167.31.227,mcollins@murazik.com,Menachem,Johns,24290087,Extremely knowledgeable,Extremely confident,Extremely confident,Slightly confident,Somewhat confident,Not at all confident,Somewhat confident,Very confident,Slightly confident,Extensive,Slight,Moderate,Extensive,Moderate,Good,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Male,Do not wish to specify,Yes,Not knowledgeable at all,Extremely confident,Slightly confident,Not at all confident,Very confident,Slightly confident,Extremely confident,Not at all confident,Extremely confident,Moderate,Slight,Minimal,Slight,Minimal,Good,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Agree
114628000088,431822954,2024-06-14,2024-06-15,163.219.235.173,reece14@hayes.com,Kim,Kreiger,24290088,Extremely knowledgeable,Slightly confident,Extremely confident,Very confident,Extremely confident,Slightly confident,Extremely confident,Very confident,Extremely confident,Minimal,Moderate,Extensive,Good,Good,Extensive,Strongly agree,Agree,Agree,Strongly disagree,Agree,NA,NA,NA,Quite economic image dream face fund truth. Color blood he air particularly network. Really pass mention fast here program tonight song. Themselves national affect drop other.,NA,Non-binary,Hispanic or Latino,Yes,A little knowledgeable,Very confident,Not at all confident,Slightly confident,Somewhat confident,Somewhat confident,Extremely confident,Not at all confident,Not at all confident,Extensive,Moderate,Minimal,Extensive,Extensive,Moderate,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree
114628000089,431822954,2024-06-25,2024-06-26,245.38.18.24,earl.reinger@and.net,Enzo,Mohr,24290089,Very knowledgeable,Extremely confident,Extremely confident,Slightly confident,Extremely confident,Somewhat confident,Somewhat confident,Not at all confident,Very confident,Slight,Extensive,Extensive,Extensive,Moderate,Extensive,Agree,Strongly agree,Disagree,Disagree,Agree,NA,NA,Dinner move none certainly. Foot maintain admit type. Popular ready trial region mission support tell half.,Fire fall economic last production yeah box. National letter American economy away shake such.,NA,Male,Hispanic or Latino,Yes,Not knowledgeable at all,Extremely confident,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Not at all confident,Slightly confident,Slight,Minimal,Moderate,Minimal,Moderate,Moderate,Agree,Agree,Disagree,Disagree,Agree
114628000090,431822954,2024-06-22,2024-06-23,12.0.66.29,benjamine.moore@group.com,Thompson,Mann,24290090,Extremely knowledgeable,Slightly confident,Extremely confident,Slightly confident,Somewhat confident,Extremely confident,Slightly confident,Very confident,Somewhat confident,Good,Extensive,Slight,Extensive,Good,Slight,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,Male,White (Non-Hispanic/Latino),Yes,Not knowledgeable at all,Very confident,Not at all confident,Extremely confident,Very confident,Extremely confident,Not at all confident,Very confident,Somewhat confident,Slight,Moderate,Minimal,Minimal,Moderate,Slight,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree
114628000091,431822954,2024-06-10,2024-06-11,180.158.101.80,gcummerata@hotmail.com,Rosanna,Brekke,24290091,Somewhat knowledgeable,Extremely confident,Extremely confident,Very confident,Very confident,Somewhat confident,Extremely confident,Extremely confident,Extremely confident,Extensive,Moderate,Slight,Minimal,Extensive,Good,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Female,White (Non-Hispanic/Latino),Yes,Somewhat knowledgeable,Very confident,Slightly confident,Very confident,Slightly confident,Slightly confident,Slightly confident,Not at all confident,Somewhat confident,Slight,Slight,Good,Moderate,Moderate,Minimal,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
114628000092,431822954,2024-06-21,2024-06-22,181.112.14.81,oliva.lubowitz@yahoo.com,Lassie,Harvey,24290092,Not knowledgeable at all,Extremely confident,Very confident,Very confident,Extremely confident,Slightly confident,Very confident,Very confident,Extremely confident,Good,Good,Moderate,Moderate,Slight,Good,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Female,American Indian or Alaskan Native,Yes,Not knowledgeable at all,Not at all confident,Not at all confident,Extremely confident,Somewhat confident,Extremely confident,Somewhat confident,Extremely confident,Extremely confident,Minimal,Minimal,Extensive,Slight,Slight,Moderate,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree
114628000093,431822954,2024-06-17,2024-06-18,72.236.55.239,trinity.bogan@padberg.com,Tylor,Heidenreich,24290093,Not knowledgeable at all,Extremely confident,Not at all confident,Somewhat confident,Extremely confident,Extremely confident,Extremely confident,Somewhat confident,Not at all confident,Moderate,Extensive,Moderate,Extensive,Extensive,Moderate,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,NA,NA,Or spend fire might speak less make. Image including I writer appear add. Positive beyond nation also system leg.,NA,NA,Male,White (Non-Hispanic/Latino),No,Not knowledgeable at all,Somewhat confident,Extremely confident,Very confident,Extremely confident,Very confident,Not at all confident,Not at all confident,Extremely confident,Moderate,Moderate,Slight,Minimal,Minimal,Minimal,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Agree
114628000094,431822954,2024-06-11,2024-06-12,113.205.111.46,ziemann.hershel@heathcote.com,Adam,Raynor,24290094,Very knowledgeable,Somewhat confident,Extremely confident,Slightly confident,Very confident,Somewhat confident,Extremely confident,Somewhat confident,Very confident,Extensive,Moderate,Minimal,Minimal,Slight,Moderate,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,NA,NA,NA,NA,NA,Male,Asian,Yes,Not knowledgeable at all,Somewhat confident,Not at all confident,Not at all confident,Not at all confident,Slightly confident,Somewhat confident,Not at all confident,Somewhat confident,Slight,Good,Slight,Slight,Slight,Moderate,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree
114628000095,431822954,2024-06-24,2024-06-25,46.77.216.32,trilby83@and.org,Frederic,Abshire,24290095,Extremely knowledgeable,Not at all confident,Somewhat confident,Slightly confident,Extremely confident,Slightly confident,Extremely confident,Not at all confident,Somewhat confident,Good,Extensive,Moderate,Good,Extensive,Moderate,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,NA,NA,NA,NA,NA,Male,White (Non-Hispanic/Latino),No,Not knowledgeable at all,Very confident,Not at all confident,Very confident,Extremely confident,Somewhat confident,Very confident,Slightly confident,Somewhat confident,Good,Extensive,Good,Minimal,Minimal,Good,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree
114628000096,431822954,2024-06-12,2024-06-13,174.23.86.142,rosamond21@hotmail.com,Maryanne,Mohr,24290096,Extremely knowledgeable,Somewhat confident,Extremely confident,Very confident,Slightly confident,Very confident,Somewhat confident,Extremely confident,Very confident,Slight,Extensive,Minimal,Moderate,Moderate,Extensive,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,NA,NA,NA,NA,Suffer heart from father write cultural remember. Group lead another gun.,Female,White (Non-Hispanic/Latino),No,Not knowledgeable at all,Very confident,Very confident,Extremely confident,Not at all confident,Slightly confident,Very confident,Not at all confident,Very confident,Minimal,Moderate,Good,Slight,Slight,Minimal,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
114628000097,431822954,2024-06-04,2024-06-05,141.166.112.106,watsica.juliann@bruen.com,Noma,Rodriguez,24290097,Somewhat knowledgeable,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Extremely confident,Very confident,Somewhat confident,Extensive,Extensive,Slight,Extensive,Good,Extensive,Disagree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Quality game century thank building.,NA,National father data author impact hear send. Treatment car former wait manager growth. Interesting push hard one property.,NA,NA,Female,Native Hawaiian or other Pacific Islander,Yes,Not knowledgeable at all,Very confident,Not at all confident,Very confident,Slightly confident,Not at all confident,Not at all confident,Very confident,Very confident,Good,Good,Extensive,Good,Minimal,Moderate,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree
114628000098,431822954,2024-06-05,2024-06-06,9.40.82.92,dietrich.myrtle@mayer.com,Fumiko,Lynch,24290098,Extremely knowledgeable,Slightly confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Extremely confident,Not at all confident,Very confident,Moderate,Extensive,Minimal,Extensive,Good,Extensive,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Female,White (Non-Hispanic/Latino),No,Very knowledgeable,Somewhat confident,Not at all confident,Very confident,Very confident,Very confident,Slightly confident,Somewhat confident,Very confident,Minimal,Good,Minimal,Minimal,Moderate,Slight,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree
114628000099,431822954,2024-06-21,2024-06-22,230.216.246.17,dani.champlin@hotmail.com,Rheta,Ziemann,24290099,A little knowledgeable,Slightly confident,Slightly confident,Not at all confident,Extremely confident,Very confident,Very confident,Extremely confident,Very confident,Moderate,Extensive,Extensive,Good,Minimal,Extensive,Agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,NA,NA,Least a heavy my character free hospital. Firm resource agree television require. Concern buy democratic wonder.,NA,NA,Female,Do not wish to specify,No,Not knowledgeable at all,Somewhat confident,Not at all confident,Not at all confident,Somewhat confident,Slightly confident,Slightly confident,Not at all confident,Somewhat confident,Slight,Moderate,Slight,Extensive,Moderate,Minimal,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree
114628000100,431822954,2024-06-24,2024-06-25,185.70.255.234,ileuschke@gmail.com,Haleigh,Mills,24290100,Extremely knowledgeable,Very confident,Slightly confident,Slightly confident,Extremely confident,Slightly confident,Somewhat confident,Not at all confident,Extremely confident,Moderate,Extensive,Extensive,Extensive,Minimal,Moderate,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,NA,Officer himself wear statement. Easy visit sound white measure. So analysis television doctor.,Prove trip buy relate ten TV. Management smile lot travel form. Remain experience boy well organization.,NA,NA,Female,American Indian or Alaskan Native,Yes,Very knowledgeable,Extremely confident,Very confident,Slightly confident,Somewhat confident,Not at all confident,Very confident,Not at all confident,Slightly confident,Moderate,Good,Extensive,Good,Moderate,Moderate,Agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree
